head	relation	tail
DB00277	targets	P05177
DB01127	targets	P11511
DB05461	targets	P18089
DB04871	targets	P05177
DB00425	targets	P08684
DB04795	targets	P23141
DB01115	targets	P08684
DB00653	targets	Q13936
DB00321	targets	P11229
DB01025	targets	P80511
DB04799	targets	P31930
DB07051	targets	Q08499
DB05005	targets	P51686
DB00363	targets	P08172
DB00898	targets	Q70Z44
DB06712	targets	P11712
DB01354	targets	Q13002
DB01644	targets	P00390
DB00129	targets	Q9BXI2
DB00278	targets	P08684
DB07322	targets	P50579
DB00694	targets	P16435
DB01037	targets	P05181
DB00363	targets	P10632
DB00142	targets	Q05329
DB00543	targets	P08172
DB06267	targets	P08684
DB00349	targets	P47869
DB00170	targets	P42898
DB00502	targets	Q13224
DB00794	targets	Q9UN88
DB01068	targets	Q9UN88
DB05197	targets	P16152
DB01221	targets	P14416
DB04709	targets	P10275
DB00328	targets	P35354
DB08678	targets	P23467
DB00383	targets	P08172
DB00784	targets	P23219
DB06875	targets	Q92731
DB01224	targets	P25100
DB03945	targets	P02741
DB08299	targets	P27815
DB00622	targets	P08173
DB00334	targets	P48169
DB07245	targets	P56817
DB00222	targets	P11712
DB00078	targets	P02745
DB08025	targets	P53779
DB02967	targets	Q05315
DB00284	targets	P04746
DB00762	targets	P11387
DB01388	targets	P04798
DB08240	targets	P04075
DB07482	targets	P27487
DB00801	targets	P34903
DB00312	targets	P43681
DB06698	targets	P35367
DB07318	targets	P35228
DB07816	targets	P01857
DB00988	targets	P10635
DB08370	targets	P09211
DB00143	targets	O75715
DB00496	targets	P08173
DB01107	targets	P47870
DB00228	targets	P78334
DB01227	targets	P11511
DB06697	targets	P10635
DB06831	targets	P48736
DB03983	targets	P51687
DB00844	targets	P41143
DB00932	targets	P10635
DB07159	targets	P43405
DB07707	targets	Q15596
DB00028	targets	P08637
DB00636	targets	P05181
DB00814	targets	P10632
DB08382	targets	P27487
DB00546	targets	P14867
DB00404	targets	O00591
DB00925	targets	P35348
DB01212	targets	P46059
DB00917	targets	P35408
DB01033	targets	P20839
DB00493	targets	P46059
DB00730	targets	P04798
DB01159	targets	P10635
DB00861	targets	P23219
DB01065	targets	P11712
DB00316	targets	O60656
DB03731	targets	P78540
DB00370	targets	P08684
DB00157	targets	Q02338
DB03169	targets	P04035
DB09078	targets	Q06278
DB04855	targets	P35498
DB00594	targets	P00749
DB00280	targets	P20309
DB03294	targets	P00918
DB05235	targets	Q14894
DB06936	targets	P00734
DB02773	targets	P23219
DB00934	targets	P08913
DB00143	targets	P46439
DB05419	targets	Q9NYX4
DB00457	targets	P18089
DB01017	targets	P29466
DB00334	targets	P21918
DB02604	targets	P11217
DB01064	targets	P27986
DB01466	targets	P20813
DB05758	targets	P01375
DB00850	targets	P10632
DB08535	targets	P24941
DB05713	targets	P00742
DB00073	targets	P12314
DB00593	targets	Q9HB55
DB00690	targets	P34903
DB04464	targets	P61769
DB00126	targets	Q8N543
DB01710	targets	P02144
DB03611	targets	Q00266
DB06999	targets	P15056
DB00247	targets	P30939
DB04824	targets	O60656
DB01166	targets	P10635
DB00025	targets	P27797
DB00031	targets	Q03405
DB00640	targets	P55263
DB00514	targets	P10632
DB00281	targets	P11509
DB00139	targets	Q12797
DB01224	targets	P20309
DB00503	targets	P11712
DB08846	targets	P23280
DB00679	targets	P35368
DB01406	targets	P06401
DB03176	targets	P10828
DB01684	targets	P48147
DB01193	targets	P08588
DB01712	targets	P62942
DB06070	targets	P07900
DB00503	targets	P10632
DB01064	targets	P28482
DB01708	targets	O00591
DB00659	targets	Q8TCU5
DB00398	targets	P35916
DB00945	targets	P11021
DB00413	targets	P08913
DB01068	targets	P05181
DB00794	targets	P78334
DB01064	targets	P07550
DB00313	targets	Q92769
DB04665	targets	P11509
DB00497	targets	P10635
DB04799	targets	P14927
DB01097	targets	Q02127
DB06594	targets	P49286
DB08691	targets	P49759
DB00316	targets	P08684
DB00926	targets	P11511
DB06292	targets	P06133
DB00705	targets	P11712
DB03085	targets	P11413
DB00363	targets	P08684
DB00921	targets	P05177
DB07125	targets	O43293
DB00497	targets	P41145
DB03721	targets	P16109
DB04216	targets	O94768
DB00247	targets	P28223
DB08595	targets	Q15596
DB07534	targets	P24941
DB07441	targets	P01834
DB01054	targets	Q13936
DB00028	targets	P31994
DB00421	targets	Q9P0X4
DB00122	targets	P35790
DB08170	targets	P09237
DB01211	targets	P08183
DB00937	targets	Q01959
DB01238	targets	P18825
DB00767	targets	P35367
DB04077	targets	O14717
DB07425	targets	P10828
DB06738	targets	P33261
DB00444	targets	P08684
DB01016	targets	P13569
DB01124	targets	P10632
DB06779	targets	P16109
DB08629	targets	P06576
DB01259	targets	P08684
DB03328	targets	P47989
DB00272	targets	P25021
DB00109	targets	P33261
DB01016	targets	O60706
DB00324	targets	P04150
DB00157	targets	Q16795
DB02854	targets	Q06520
DB03976	targets	P17538
DB00568	targets	P04798
DB00540	targets	P08588
DB01018	targets	P33261
DB00334	targets	P28335
DB08896	targets	P42685
DB09033	targets	P26010
DB00316	targets	P54855
DB04893	targets	P49354
DB01050	targets	P22309
DB00334	targets	P28472
DB02635	targets	O15382
DB05812	targets	Q06520
DB00320	targets	P28222
DB01115	targets	P20813
DB00796	targets	P11712
DB01558	targets	Q9UN88
DB05739	targets	P50052
DB00313	targets	Q9HAW9
DB07313	targets	P50579
DB08557	targets	P07900
DB00210	targets	P48443
DB01404	targets	P05231
DB00481	targets	P20813
DB08521	targets	P28482
DB01403	targets	P21917
DB03461	targets	P42330
DB07493	targets	P24941
DB03250	targets	P11217
DB00747	targets	P08172
DB00170	targets	P38435
DB02435	targets	P07477
DB01388	targets	P08684
DB00463	targets	Q16445
DB03317	targets	P99999
DB00216	targets	P10635
DB00078	targets	P00736
DB03591	targets	P12931
DB00829	targets	P05181
DB02679	targets	P00918
DB05075	targets	P17948
DB02343	targets	P22303
DB00333	targets	P10635
DB01776	targets	P01308
DB00934	targets	P08912
DB01589	targets	P24046
DB00050	targets	P30968
DB08764	targets	P07949
DB07174	targets	P00797
DB00682	targets	Q9BQB6
DB01381	targets	P23415
DB00661	targets	P33261
DB00733	targets	P06276
DB01929	targets	Q86XF0
DB05262	targets	P47989
DB01365	targets	P25100
DB04716	targets	P29597
DB00472	targets	P08684
DB00142	targets	P42262
DB00246	targets	P08908
DB01309	targets	P05177
DB00030	targets	P48745
DB01782	targets	P33981
DB04083	targets	P11926
DB04315	targets	Q08188
DB03495	targets	P04746
DB05095	targets	P35354
DB04700	targets	Q9Y2Q3
DB00490	targets	P14416
DB06941	targets	P04271
DB02078	targets	P30405
DB02076	targets	P06744
DB06016	targets	P41595
DB05486	targets	P41597
DB00745	targets	P20815
DB04285	targets	P18031
DB00349	targets	P33261
DB00071	targets	Q16270
DB00081	targets	P00736
DB07574	targets	Q9BVA1
DB01021	targets	Q13621
DB00690	targets	P28472
DB00653	targets	Q13698
DB08192	targets	P12931
DB02045	targets	P07477
DB00482	targets	O15530
DB05442	targets	P01584
DB02873	targets	Q16539
DB08765	targets	P00918
DB00377	targets	P10635
DB08896	targets	P04049
DB00883	targets	P16066
DB08526	targets	P09668
DB03120	targets	P61626
DB02069	targets	P00918
DB00420	targets	P25100
DB00794	targets	Q13002
DB00617	targets	P05181
DB06216	targets	P35462
DB00175	targets	P20815
DB00469	targets	P11712
DB00313	targets	P35503
DB01186	targets	P10635
DB08766	targets	P28838
DB09330	targets	P05177
DB01162	targets	Q9H252
DB00533	targets	P05177
DB02165	targets	P09488
DB07926	targets	P03956
DB07995	targets	P61925
DB00316	targets	P10635
DB00734	targets	P08684
DB00220	targets	P05177
DB00993	targets	P09210
DB08901	targets	P07949
DB06741	targets	O60391
DB08700	targets	P08581
DB04194	targets	P61626
DB00866	targets	P10635
DB07878	targets	P25774
DB00277	targets	P29275
DB05882	targets	Q92731
DB06730	targets	P24462
DB07010	targets	P28482
DB02152	targets	Q02750
DB01689	targets	P15121
DB08152	targets	P00734
DB01307	targets	P05177
DB03666	targets	P23919
DB00142	targets	P48506
DB00157	targets	P11586
DB04071	targets	P00326
DB00682	targets	P04798
DB03221	targets	P00918
DB00169	targets	P51589
DB01392	targets	P14416
DB01035	targets	Q14524
DB01403	targets	P10635
DB04847	targets	Q96KS0
DB00476	targets	P10635
DB03292	targets	P78330
DB00232	targets	P22748
DB03714	targets	P18031
DB00157	targets	P30837
DB00774	targets	Q12791
DB06770	targets	P05181
DB02352	targets	P09960
DB01045	targets	P24462
DB01247	targets	P27338
DB05767	targets	P05231
DB04510	targets	P00558
DB01156	targets	P10632
DB01159	targets	P31644
DB00624	targets	P20815
DB01026	targets	P20813
DB01151	targets	P35367
DB01104	targets	P21397
DB08378	targets	P14649
DB05740	targets	Q9UGM1
DB03496	targets	P06493
DB04272	targets	P07998
DB00530	targets	P00533
DB01393	targets	Q07869
DB01085	targets	P08684
DB00215	targets	P05181
DB01176	targets	P35367
DB01435	targets	P33260
DB01835	targets	P35228
DB00546	targets	P18507
DB02701	targets	P09874
DB05092	targets	P13612
DB02132	targets	P15121
DB01021	targets	P00918
DB01363	targets	P23975
DB00073	targets	P02746
DB00898	targets	P32297
DB01174	targets	Q14957
DB00131	targets	P49773
DB01769	targets	P24941
DB08910	targets	P08684
DB00721	targets	P27338
DB00786	targets	Q9Y5R2
DB00489	targets	P08588
DB00622	targets	Q08289
DB00594	targets	P51168
DB00371	targets	O00591
DB02651	targets	P18031
DB00219	targets	P11229
DB07858	targets	P17612
DB00309	targets	P08684
DB07272	targets	P45983
DB03884	targets	Q9UJM8
DB06148	targets	P35367
DB07713	targets	P22894
DB04348	targets	P19835
DB04334	targets	Q16853
DB00736	targets	P08684
DB00342	targets	P08912
DB05280	targets	P21917
DB03896	targets	P51003
DB00659	targets	P18505
DB05147	targets	Q9H4B7
DB00818	targets	O14764
DB01259	targets	P10632
DB02494	targets	P61313
DB02235	targets	P05067
DB00763	targets	P07202
DB02538	targets	P24941
DB04351	targets	Q99798
DB04288	targets	P24941
DB00675	targets	Q92731
DB00035	targets	P23219
DB00321	targets	Q16620
DB02919	targets	P00374
DB02342	targets	Q16678
DB00012	targets	P19235
DB03673	targets	P00439
DB00002	targets	P00533
DB00270	targets	O95180
DB07609	targets	P11509
DB07160	targets	P07858
DB00381	targets	Q13698
DB00661	targets	P11712
DB01236	targets	P30049
DB00216	targets	P28566
DB00370	targets	P14416
DB04043	targets	P80188
DB06168	targets	P01584
DB00259	targets	P08684
DB00767	targets	P11229
DB01708	targets	P47869
DB02697	targets	P45452
DB05087	targets	P14867
DB01437	targets	P48169
DB06216	targets	P21917
DB07676	targets	Q16566
DB08148	targets	P17612
DB00434	targets	P28335
DB01320	targets	Q14524
DB00370	targets	P35367
DB02090	targets	P08254
DB00697	targets	P08913
DB01338	targets	P06276
DB02363	targets	P07998
DB01381	targets	P23975
DB03147	targets	P16219
DB00169	targets	P04798
DB00624	targets	P21397
DB00130	targets	O75879
DB02901	targets	P14061
DB00514	targets	O00264
DB00898	targets	O00591
DB01454	targets	P41595
DB07747	targets	P11086
DB00157	targets	O43181
DB04959	targets	P08729
DB06412	targets	P16860
DB01186	targets	P28223
DB01601	targets	P05177
DB00157	targets	P11766
DB00266	targets	Q08257
DB07260	targets	P09960
DB07589	targets	P25774
DB00583	targets	O76082
DB09054	targets	P33261
DB00396	targets	P03372
DB01356	targets	P29218
DB00270	targets	Q08289
DB00604	targets	P10632
DB01901	targets	P05230
DB01364	targets	P35348
DB03880	targets	Q9UNA0
DB06207	targets	P08684
DB00075	targets	P12314
DB00334	targets	Q9UN88
DB01224	targets	P35367
DB02824	targets	P34896
DB00499	targets	P35869
DB00385	targets	P11388
DB04932	targets	P29274
DB01708	targets	P14061
DB01325	targets	P55011
DB00585	targets	P25021
DB01151	targets	P33260
DB04272	targets	P40926
DB03793	targets	P14920
DB00184	targets	P10632
DB00503	targets	P33261
DB00641	targets	P35503
DB03024	targets	P00797
DB08231	targets	P84077
DB04440	targets	P00813
DB08888	targets	P02751
DB00148	targets	P48029
DB09030	targets	P25116
DB00715	targets	P23975
DB05488	targets	Q02880
DB08342	targets	Q8IUR0
DB08028	targets	P22894
DB06708	targets	P10635
DB04315	targets	P51151
DB08008	targets	Q02127
DB08527	targets	P20248
DB04960	targets	P49356
DB09048	targets	P10635
DB00484	targets	P08913
DB00414	targets	P16152
DB05848	targets	P29460
DB08808	targets	P07550
DB00413	targets	P18825
DB01215	targets	P28476
DB06096	targets	P29475
DB02557	targets	P08473
DB04363	targets	P30043
DB01622	targets	P21728
DB00741	targets	P04150
DB07688	targets	P24941
DB01054	targets	Q01668
DB03910	targets	P29474
DB00497	targets	P02763
DB08330	targets	O14957
DB07852	targets	P24941
DB05434	targets	P15692
DB00818	targets	P35499
DB08588	targets	P27487
DB00790	targets	P12821
DB01565	targets	P35372
DB06684	targets	P10635
DB01032	targets	P33261
DB00421	targets	Q13698
DB07907	targets	Q9UJM8
DB03759	targets	P42262
DB03975	targets	P00918
DB00511	targets	P05023
DB00909	targets	P35498
DB11362	targets	P43119
DB07755	targets	P24941
DB00641	targets	P22309
DB01418	targets	P05177
DB00583	targets	P47989
DB06292	targets	O60656
DB01354	targets	Q16445
DB03565	targets	P04054
DB00686	targets	P09038
DB05476	targets	Q03405
DB06480	targets	Q13639
DB00142	targets	Q13224
DB08047	targets	P03372
DB01125	targets	P38435
DB04861	targets	P10635
DB00786	targets	Q9ULZ9
DB07237	targets	P09960
DB06684	targets	P33260
DB03984	targets	P25774
DB00653	targets	Q06432
DB04424	targets	P07477
DB00368	targets	P18825
DB00151	targets	P48507
DB01012	targets	P08684
DB02541	targets	P35030
DB00125	targets	Q8WY07
DB05507	targets	P29466
DB00661	targets	Q08289
DB00753	targets	P47870
DB00393	targets	P35869
DB00241	targets	P14867
DB00171	targets	Q9UM73
DB01671	targets	P00918
DB00170	targets	P00734
DB00972	targets	P33261
DB02580	targets	P35080
DB00189	targets	P47870
DB03247	targets	Q9NYQ3
DB06626	targets	P05177
DB00673	targets	P05177
DB01156	targets	Q01959
DB00145	targets	P48167
DB00133	targets	P20132
DB01191	targets	P05181
DB01068	targets	O00591
DB08439	targets	P02788
DB00448	targets	P33260
DB05688	targets	P23975
DB01259	targets	P20815
DB04447	targets	P60174
DB02656	targets	P11309
DB00812	targets	P11712
DB00201	targets	O76074
DB00421	targets	P06401
DB00836	targets	P01189
DB07374	targets	P39023
DB08150	targets	P61925
DB00778	targets	P20813
DB04299	targets	P17174
DB00032	targets	P23945
DB01065	targets	P48039
DB00909	targets	P00915
DB02868	targets	P62158
DB00269	targets	P03372
DB01126	targets	P18405
DB03940	targets	P07195
DB05449	targets	P08183
DB06148	targets	P28335
DB04235	targets	P80404
DB05303	targets	P14778
DB00202	targets	Q9GZZ6
DB01409	targets	P10635
DB00454	targets	P11229
DB00801	targets	P28472
DB01752	targets	P50135
DB00151	targets	Q9Y600
DB00030	targets	P08069
DB00328	targets	P14555
DB01127	targets	P05181
DB04905	targets	P04798
DB00244	targets	P05164
DB07947	targets	P49841
DB01157	targets	P00374
DB01123	targets	P00734
DB01045	targets	P46721
DB03382	targets	P00441
DB02052	targets	Q00535
DB00104	targets	P05164
DB00321	targets	P28335
DB00897	targets	A8MPY1
DB00982	targets	P10276
DB08846	targets	P04798
DB00659	targets	P18507
DB00363	targets	P11712
DB00675	targets	P33261
DB00899	targets	P41145
DB00627	targets	Q8TDS4
DB07593	targets	P43235
DB00659	targets	O15399
DB04377	targets	P04035
DB00308	targets	Q9H252
DB01234	targets	P04150
DB07120	targets	P00734
DB00162	targets	O95237
DB01589	targets	O00591
DB04530	targets	O60493
DB05744	targets	P05231
DB00142	targets	Q8TCU5
DB00761	targets	Q9Y666
DB04908	targets	P08908
DB01769	targets	P48147
DB04315	targets	P62330
DB01347	targets	P30556
DB00564	targets	P24462
DB01588	targets	P34903
DB04276	targets	P07384
DB00128	targets	P30520
DB03740	targets	P22303
DB08070	targets	P17612
DB00098	targets	P06756
DB01866	targets	P12931
DB01068	targets	P47869
DB07876	targets	Q13464
DB00130	targets	Q9UI32
DB00204	targets	P08684
DB02311	targets	P62942
DB01429	targets	Q14524
DB03994	targets	P12429
DB07947	targets	P17612
DB01059	targets	P05177
DB01142	targets	P35348
DB01184	targets	P20815
DB04012	targets	P62942
DB03147	targets	Q86YB8
DB07550	targets	P00734
DB00819	targets	P00918
DB03948	targets	P20839
DB00202	targets	P06276
DB00151	targets	Q16878
DB00602	targets	O75311
DB05458	targets	P17787
DB00795	targets	Q9UPY5
DB07210	targets	P24941
DB01235	targets	P10635
DB00987	targets	P08684
DB00181	targets	O75899
DB01873	targets	Q9NY65
DB04930	targets	P08684
DB01095	targets	P04798
DB06951	targets	Q9UNI1
DB07789	targets	P53350
DB00356	targets	P10635
DB01120	targets	P33261
DB01917	targets	P17707
DB00228	targets	P14867
DB08231	targets	Q15788
DB00238	targets	P11509
DB00122	targets	Q8TCT1
DB00321	targets	P34969
DB06080	targets	P17948
DB01242	targets	P10635
DB00887	targets	Q13621
DB03088	targets	P04746
DB01007	targets	P33261
DB02010	targets	P11309
DB00203	targets	P10635
DB03882	targets	Q92731
DB02266	targets	P23219
DB06678	targets	P18825
DB00233	targets	O15111
DB02621	targets	P06396
DB00114	targets	P54687
DB09068	targets	P08684
DB00346	targets	P35368
DB00642	targets	P27707
DB01028	targets	Q09470
DB01068	targets	P47870
DB00248	targets	P18089
DB01200	targets	P35368
DB01437	targets	O00591
DB05492	targets	P35368
DB08815	targets	P28223
DB01235	targets	P21917
DB09079	targets	P22607
DB01559	targets	P20813
DB05930	targets	P40238
DB02723	targets	P00734
DB01200	targets	P41595
DB01407	targets	P08588
DB00697	targets	P05177
DB01169	targets	P08684
DB00292	targets	P11511
DB07760	targets	P13051
DB01049	targets	P08913
DB00622	targets	P54289
DB06695	targets	P23141
DB00898	targets	P43681
DB00477	targets	P35368
DB01110	targets	Q9H2S1
DB00898	targets	P48051
DB00540	targets	P18089
DB05223	targets	Q92769
DB00870	targets	P23219
DB01022	targets	P38435
DB04216	targets	P11309
DB04108	targets	P50579
DB00740	targets	Q14524
DB05767	targets	P01584
DB01119	targets	P55017
DB03088	targets	P19961
DB00755	targets	P20815
DB01769	targets	P53674
DB01194	targets	P35218
DB00481	targets	Q92731
DB08907	targets	O60656
DB00167	targets	O15382
DB00134	targets	P31153
DB01028	targets	P47870
DB00157	targets	P16219
DB08522	targets	Q16539
DB04851	targets	Q2M3G0
DB00244	targets	P23219
DB01065	targets	P16083
DB00285	targets	P31645
DB01197	targets	P08253
DB01200	targets	P25100
DB04844	targets	P14416
DB01135	targets	Q15822
DB02062	targets	P09960
DB07328	targets	P27487
DB01497	targets	P35372
DB01410	targets	P04150
DB07872	targets	P00742
DB02659	targets	P00403
DB08448	targets	P00374
DB08865	targets	Q9UM73
DB05651	targets	Q92769
DB07855	targets	P61925
DB08248	targets	P20248
DB00735	targets	Q14534
DB00371	targets	P78334
DB00712	targets	P35503
DB02659	targets	P04054
DB06774	targets	P09172
DB08749	targets	P56817
DB00420	targets	P08173
DB01236	targets	P08684
DB00087	targets	P31358
DB02515	targets	P05062
DB00683	targets	P18507
DB01259	targets	P04626
DB00898	targets	Q8N1C3
DB00387	targets	P08173
DB04967	targets	P11387
DB07100	targets	P07900
DB00908	targets	P11712
DB00171	targets	O43681
DB03645	targets	P13929
DB00583	targets	Q9UKG9
DB04725	targets	P10632
DB00405	targets	P35367
DB00142	targets	Q12879
DB08794	targets	P15104
DB01228	targets	Q14524
DB09039	targets	P10635
DB06964	targets	P07900
DB00690	targets	P18507
DB00402	targets	P47870
DB00431	targets	O75311
DB00071	targets	P98164
DB01174	targets	Q13224
DB04447	targets	P00352
DB04010	targets	P09874
DB00370	targets	P35348
DB04720	targets	P68400
DB00675	targets	Q02156
DB04141	targets	P07919
DB00589	targets	P28223
DB04144	targets	Q00987
DB00374	targets	P43119
DB00853	targets	P08684
DB01068	targets	P34903
DB01033	targets	Q06278
DB00354	targets	P35367
DB00398	targets	P33261
DB03957	targets	P60568
DB01296	targets	P05181
DB08897	targets	P08172
DB01059	targets	P04798
DB01454	targets	Q05940
DB00785	targets	P11229
DB04556	targets	P22303
DB00087	targets	P00736
DB00544	targets	P19971
DB04920	targets	P06276
DB03003	targets	P08263
DB01141	targets	P15289
DB00220	targets	P24462
DB05109	targets	P05181
DB01136	targets	P17302
DB00313	targets	P35498
DB01151	targets	P05177
DB04794	targets	P08684
DB08348	targets	Q460N3
DB00157	targets	P11177
DB00108	targets	P02746
DB00909	targets	P27338
DB01544	targets	P08684
DB04817	targets	P23219
DB00133	targets	O15269
DB01346	targets	P14867
DB01242	targets	P05177
DB01422	targets	P50579
DB07268	targets	P45983
DB07841	targets	O95749
DB00157	targets	O95168
DB00188	targets	P49720
DB00697	targets	Q9Y2I1
DB01621	targets	P05177
DB00163	targets	P09211
DB04786	targets	Q9NXA8
DB08388	targets	P45452
DB01591	targets	P08684
DB05036	targets	Q15185
DB03602	targets	P08263
DB05206	targets	P01019
DB05822	targets	P23219
DB01236	targets	P78334
DB01151	targets	P11229
DB00232	targets	P00918
DB08882	targets	P08684
DB00463	targets	P18507
DB07045	targets	P11142
DB00174	targets	Q96I59
DB03685	targets	P62312
DB01677	targets	P16930
DB00997	targets	P10635
DB01045	targets	Q9HB55
DB08237	targets	Q9UBT6
DB01065	targets	P14902
DB00454	targets	P08684
DB02659	targets	P09669
DB00036	targets	P05981
DB00370	targets	P11712
DB00721	targets	Q12791
DB03968	targets	P00797
DB00126	targets	O60568
DB00532	targets	P10632
DB03008	targets	Q16706
DB02358	targets	P11586
DB01091	targets	Q14534
DB07932	targets	Q15596
DB01992	targets	Q9BWD1
DB00150	targets	P17752
DB00363	targets	P18089
DB03429	targets	P12235
DB05303	targets	P01375
DB04325	targets	P07478
DB00201	targets	Q14123
DB01359	targets	P08908
DB00494	targets	P21964
DB03401	targets	P51178
DB03195	targets	P23919
DB00115	targets	Q96EY8
DB00701	targets	P08684
DB02431	targets	Q9BZX2
DB01177	targets	P10635
DB06882	targets	P12931
DB04727	targets	P35968
DB01026	targets	Q16678
DB00285	targets	P33261
DB08271	targets	P08254
DB01238	targets	P08908
DB00404	targets	P24462
DB04324	targets	P50579
DB00364	targets	P02675
DB01412	targets	P30542
DB07630	targets	P00742
DB00368	targets	P00439
DB01103	targets	P08684
DB03937	targets	P06744
DB05099	targets	P02671
DB05413	targets	P05154
DB02007	targets	P19367
DB04395	targets	P49841
DB00659	targets	Q05586
DB01708	targets	O60391
DB04662	targets	P24941
DB01698	targets	P42330
DB04889	targets	P27338
DB02424	targets	P07900
DB08777	targets	O14757
DB00709	targets	Q99447
DB00641	targets	P20815
DB02371	targets	P09871
DB00145	targets	P22557
DB06372	targets	P01583
DB00349	targets	P47870
DB00363	targets	Q16678
DB00483	targets	P22303
DB00508	targets	P14416
DB00630	targets	P29074
DB00143	targets	P19440
DB00208	targets	P10632
DB00408	targets	P34969
DB01115	targets	P11712
DB00143	targets	P00390
DB00334	targets	P35462
DB01059	targets	P11388
DB01812	targets	Q9Y663
DB08010	targets	P53779
DB00201	targets	P10632
DB00790	targets	P06276
DB08889	targets	P28065
DB01708	targets	P31644
DB01812	targets	P07998
DB01221	targets	P25103
DB01183	targets	P10632
DB04147	targets	P02689
DB07036	targets	Q92731
DB00313	targets	Q9HAW8
DB00554	targets	P23219
DB00402	targets	P18505
DB01016	targets	P48048
DB04000	targets	P42262
DB00157	targets	O95178
DB04868	targets	P10721
DB03435	targets	Q9UBQ6
DB00157	targets	P21695
DB00974	targets	P00813
DB05374	targets	P00533
DB05676	targets	P27815
DB00127	targets	P11926
DB00007	targets	P30968
DB01129	targets	P10635
DB07860	targets	P17612
DB08422	targets	P00734
DB00107	targets	P48147
DB00182	targets	P31645
DB00875	targets	P20711
DB01454	targets	Q01959
DB00082	targets	P33261
DB00745	targets	P08684
DB03637	targets	P35030
DB01254	targets	P09619
DB06697	targets	P33261
DB04365	targets	P11229
DB00661	targets	P08684
DB00945	targets	P04637
DB01131	targets	P11712
DB02320	targets	P11217
DB04977	targets	P08684
DB06702	targets	P20309
DB06403	targets	P08684
DB07542	targets	P07339
DB00454	targets	P20813
DB00792	targets	P10635
DB00277	targets	P08684
DB01199	targets	P46098
DB00145	targets	P23415
DB01544	targets	P35503
DB00306	targets	Q13002
DB00862	targets	O76074
DB06694	targets	P08913
DB07216	targets	P49354
DB03182	targets	O75390
DB00422	targets	P10635
DB07954	targets	Q13946
DB00120	targets	Q9UHI5
DB00051	targets	P31995
DB04871	targets	P04798
DB00761	targets	Q9UHW9
DB00546	targets	P47870
DB04166	targets	Q96RQ9
DB00157	targets	O95298
DB00641	targets	P10632
DB00763	targets	P10635
DB01595	targets	O00591
DB00435	targets	P08684
DB00157	targets	P40925
DB01269	targets	P00533
DB03847	targets	P00734
DB05294	targets	Q02763
DB05749	targets	P11511
DB01403	targets	P35348
DB03573	targets	Q9UBX1
DB04946	targets	P20815
DB00454	targets	P41145
DB03175	targets	P61626
DB00568	targets	Q9P0X4
DB05771	targets	P22301
DB00908	targets	P08684
DB00025	targets	Q07954
DB04230	targets	O75390
DB05046	targets	P35372
DB03060	targets	P00374
DB01200	targets	P18825
DB00083	targets	P62745
DB05041	targets	Q16831
DB01100	targets	P08684
DB01220	targets	O75469
DB07968	targets	P06737
DB00120	targets	P07101
DB00695	targets	Q13621
DB08877	targets	P23458
DB00679	targets	P28223
DB01205	targets	Q8N1C3
DB00087	targets	P31995
DB05079	targets	P28223
DB00455	targets	P10632
DB06823	targets	P05164
DB02869	targets	O60911
DB08804	targets	P21397
DB07626	targets	P00749
DB00683	targets	P47869
DB07074	targets	P03951
DB01167	targets	P04798
DB00463	targets	O00591
DB06372	targets	P01584
DB00193	targets	Q8TCU5
DB04985	targets	P08865
DB01594	targets	P34903
DB00429	targets	P34995
DB04938	targets	P11712
DB00944	targets	P22303
DB07633	targets	P16442
DB01409	targets	P11229
DB08096	targets	Q16539
DB06098	targets	Q9Y277
DB00148	targets	P06732
DB00726	targets	P08913
DB05029	targets	P47712
DB00734	targets	P21728
DB00371	targets	P31644
DB08899	targets	P08684
DB02345	targets	P15531
DB01361	targets	Q9HB55
DB07077	targets	P03951
DB08865	targets	P20815
DB00780	targets	P21397
DB00081	targets	P02745
DB06781	targets	P04150
DB01012	targets	P10635
DB01103	targets	P50135
DB08495	targets	P00742
DB00471	targets	P08684
DB04464	targets	Q92696
DB00908	targets	Q12809
DB01038	targets	P21728
DB02665	targets	P07477
DB01222	targets	P08684
DB08607	targets	P10632
DB00845	targets	O95342
DB06637	targets	P05181
DB07751	targets	P24941
DB08449	targets	P15121
DB01238	targets	P14416
DB01692	targets	P04183
DB01181	targets	P20815
DB02482	targets	P53778
DB02915	targets	P24941
DB08338	targets	P68400
DB01189	targets	P30049
DB00945	targets	O43741
DB07448	targets	P28838
DB04924	targets	P20309
DB01045	targets	O75469
DB01229	targets	P24462
DB01268	targets	P35916
DB05018	targets	P06280
DB00599	targets	P05181
DB00831	targets	P35348
DB00603	targets	P08684
DB04173	targets	P49789
DB04355	targets	Q14376
DB08848	targets	Q9NSD5
DB01285	targets	P26439
DB04798	targets	P42262
DB00098	targets	P20701
DB00857	targets	Q14534
DB00205	targets	P10635
DB05487	targets	P03372
DB00512	targets	P02768
DB00801	targets	P18505
DB01238	targets	P11229
DB01577	targets	P18825
DB04855	targets	P35348
DB00548	targets	P14679
DB00562	targets	P00915
DB08901	targets	P21802
DB00321	targets	P05177
DB02803	targets	P00797
DB03865	targets	P07477
DB04563	targets	P07477
DB08339	targets	P00519
DB07969	targets	P08581
DB00402	targets	O00591
DB02049	targets	P45452
DB00114	targets	Q9Y600
DB00030	targets	P06400
DB00467	targets	P11388
DB00683	targets	Q99928
